fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.262 UTC [nodeCmd] serve -> INFO 001[0m Starting peer:
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.268 UTC [cscc] Init -> INFO 015[0m Init CSCC
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.268 UTC [sccapi] deploySysCC -> INFO 016[0m system chaincode cscc/(github.com/hyperledger/fabric/core/scc/cscc) deployed
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.269 UTC [qscc] Init -> INFO 017[0m Init QSCC
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.269 UTC [sccapi] deploySysCC -> INFO 018[0m system chaincode qscc/(github.com/hyperledger/fabric/core/scc/qscc) deployed
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.269 UTC [sccapi] deploySysCC -> INFO 019[0m system chaincode +lifecycle/(github.com/hyperledger/fabric/core/chaincode/lifecycle) deployed
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.269 UTC [nodeCmd] serve -> INFO 01a[0m Deployed system chaincodes
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.277 UTC [discovery] NewService -> INFO 01b[0m Created with config TLS: false, authCacheMaxSize: 1000, authCachePurgeRatio: 0.750000
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.277 UTC [nodeCmd] registerDiscoveryService -> INFO 01c[0m Discovery service activated
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.277 UTC [nodeCmd] serve -> INFO 01d[0m Starting peer with ID=[name:"fabric_peer5" ], network ID=[dev], address=[10.0.2.128:7051]
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:15.277 UTC [nodeCmd] serve -> INFO 01e[0m Started peer with ID=[name:"fabric_peer5" ], network ID=[dev], address=[10.0.2.128:7051]
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.100 UTC [endorser] callChaincode -> INFO 01f[0m [][c7a8bd55] Entry chaincode: name:"cscc" 
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.101 UTC [ledgermgmt] CreateLedger -> INFO 020[0m Creating ledger [mychannel] with genesis block
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.101 UTC [fsblkstorage] newBlockfileMgr -> INFO 021[0m Getting block information from block storage
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.104 UTC [kvledger] CommitWithPvtData -> INFO 022[0m [mychannel] Committed block [0] with 1 transaction(s) in 1ms (state_validation=0ms block_commit=0ms state_commit=0ms)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.104 UTC [ledgermgmt] CreateLedger -> INFO 023[0m Created ledger [mychannel] with genesis block
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.106 UTC [gossip/gossip] JoinChan -> INFO 024[0m Joining gossip network of channel mychannel with 1 organizations
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [34m2021-08-20 07:04:17.106 UTC [gossip/gossip] learnAnchorPeers -> INFO 025[0m No configured anchor peers of Org1MSP for channel mychannel to learn about
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [35m2021-08-20 07:04:17.107 UTC [gossip/state] NewGossipStateProvider -> PANI 026[0m Committer height cannot be zero, ledger should include at least one block (genesis).
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | panic: Committer height cannot be zero, ledger should include at least one block (genesis).
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	panic: runtime error: invalid memory address or nil pointer dereference
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | [signal SIGSEGV: segmentation violation code=0x1 addr=0x30 pc=0xc46096]
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | goroutine 160 [running]:
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/chaincode/shim.(*Handler).triggerNextState(0xc42040ad80, 0x0, 0xc42009a7e0)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/shim/handler.go:35 +0x26
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/chaincode/shim.(*Handler).handleTransaction.func1.1(0xc42040ad80, 0xc420b97ea8, 0xc42009a7e0)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/shim/handler.go:256 +0x42
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | panic(0xed4480, 0xc4205921b0)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/go/src/runtime/panic.go:502 +0x229
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/vendor/go.uber.org/zap/zapcore.(*CheckedEntry).Write(0xc420107970, 0x0, 0x0, 0x0)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/vendor/go.uber.org/zap/zapcore/entry.go:229 +0x4f4
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/vendor/go.uber.org/zap.(*SugaredLogger).log(0xc4201743d0, 0xc420b96904, 0xc4202b1320, 0x54, 0x0, 0x0, 0x0, 0x0, 0x0, 0x0)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/vendor/go.uber.org/zap/sugar.go:234 +0xf6
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/vendor/go.uber.org/zap.(*SugaredLogger).Panicf(0xc4201743d0, 0xc4202b1320, 0x54, 0x0, 0x0, 0x0)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/vendor/go.uber.org/zap/sugar.go:159 +0x79
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/common/flogging.(*FabricLogger).Panic(0xc4201743d8, 0xc4205920a0, 0x1, 0x1)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/common/flogging/zap.go:73 +0x75
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/gossip/state.NewGossipStateProvider(0xc4202b9a61, 0x9, 0xc420439180, 0x7f7acc6f1cf8, 0xc420107ce0, 0xc420588000, 0x11d5d40)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/state/state.go:190 +0x871
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/gossip/service.(*gossipServiceImpl).InitializeChannel(0xc4205ab0e0, 0xc4202b9a61, 0x9, 0xc4205a06e0, 0x1, 0x1, 0x11b86e0, 0xc420588000, 0x11d5d40, 0xc420438ee0, ...)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/service/gossip_service.go:257 +0x7da
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/peer.createChain(0xc4202b9a61, 0x9, 0x11da3a0, 0xc420b52720, 0xc42040fa80, 0x11ca220, 0xc420174ce0, 0x11d33a0, 0xc4204308c0, 0x11baf20, ...)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/peer/peer.go:407 +0x746
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/peer.CreateChainFromBlock(0xc42040fa80, 0x11ca220, 0xc420174ce0, 0x11d33a0, 0xc4204308c0, 0x0, 0xc4202b9a5c)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/peer/peer.go:438 +0x1c2
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/scc/cscc.joinChain(0xc4202b95e0, 0x9, 0xc42040fa80, 0x11ca220, 0xc420174ce0, 0x11d33a0, 0xc4204308c0, 0x0, 0x0, 0x0, ...)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/scc/cscc/configure.go:238 +0x99
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/scc/cscc.(*PeerConfiger).InvokeNoShim(0xc420430cd0, 0xc4205f6a80, 0x2, 0x2, 0xc4200af180, 0x0, 0x0, 0x0, 0x0, 0x0, ...)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/scc/cscc/configure.go:166 +0x5fd
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/scc/cscc.(*PeerConfiger).Invoke(0xc420430cd0, 0x11dbb00, 0xc42027e840, 0x0, 0x0, 0x0, 0x0, 0x0, 0x0, 0x0, ...)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/scc/cscc/configure.go:120 +0x30c
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | github.com/hyperledger/fabric/core/chaincode/shim.(*Handler).handleTransaction.func1(0xc42040ad80, 0xc42009a7e0, 0xc42028ac00)
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/shim/handler.go:282 +0x508
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | created by github.com/hyperledger/fabric/core/chaincode/shim.(*Handler).handleTransaction
fabric_peer5.1.36eg7unx9tao@heming-rdma19    | 	/opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/shim/handler.go:251 +0x53
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.282 UTC [committer/txvalidator] Validate -> INFO 132[0m [mychannel] Validated block [18] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.309 UTC [kvledger] CommitWithPvtData -> INFO 133[0m [mychannel] Committed block [18] with 1225 transaction(s) in 26ms (state_validation=23ms block_commit=0ms state_commit=3ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.309 UTC [gossip/state] deliverPayloads -> INFO 134[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.344 UTC [blocksProvider] DeliverBlocks -> INFO 135[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.344 UTC [blocksProvider] DeliverBlocks -> INFO 136[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.346 UTC [blocksProvider] DeliverBlocks -> INFO 137[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.346 UTC [blocksProvider] DeliverBlocks -> INFO 138[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.346 UTC [blocksProvider] DeliverBlocks -> INFO 139[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.347 UTC [blocksProvider] DeliverBlocks -> INFO 13a[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.347 UTC [blocksProvider] DeliverBlocks -> INFO 13c[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.347 UTC [gossip/state] deliverPayloads -> INFO 13b[0m qiji: deliverPayloads 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.350 UTC [gossip/state] deliverPayloads -> INFO 13d[0m qiji: deliverPayloads 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.350 UTC [gossip/state] deliverPayloads -> INFO 13e[0m qiji: deliverPayloads 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.351 UTC [gossip/privdata] StoreBlock -> INFO 13f[0m [mychannel] Validating block [19]
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.351 UTC [committer/txvalidator] Validate -> INFO 140[0m [mychannel] Validated block [19] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.380 UTC [kvledger] CommitWithPvtData -> INFO 141[0m [mychannel] Committed block [19] with 1170 transaction(s) in 29ms (state_validation=25ms block_commit=0ms state_commit=3ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.381 UTC [gossip/state] deliverPayloads -> INFO 142[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.404 UTC [blocksProvider] DeliverBlocks -> INFO 143[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.404 UTC [blocksProvider] DeliverBlocks -> INFO 144[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.405 UTC [blocksProvider] DeliverBlocks -> INFO 145[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.405 UTC [blocksProvider] DeliverBlocks -> INFO 146[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.405 UTC [blocksProvider] DeliverBlocks -> INFO 147[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.405 UTC [gossip/state] deliverPayloads -> INFO 148[0m qiji: deliverPayloads 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.406 UTC [blocksProvider] DeliverBlocks -> INFO 149[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.406 UTC [blocksProvider] DeliverBlocks -> INFO 14a[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.406 UTC [gossip/state] deliverPayloads -> INFO 14b[0m qiji: deliverPayloads 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.406 UTC [gossip/state] deliverPayloads -> INFO 14c[0m qiji: deliverPayloads 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.406 UTC [gossip/privdata] StoreBlock -> INFO 14d[0m [mychannel] Validating block [20]
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.406 UTC [committer/txvalidator] Validate -> INFO 14e[0m [mychannel] Validated block [20] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.433 UTC [kvledger] CommitWithPvtData -> INFO 14f[0m [mychannel] Committed block [20] with 1184 transaction(s) in 26ms (state_validation=22ms block_commit=0ms state_commit=3ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.433 UTC [gossip/state] deliverPayloads -> INFO 150[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.470 UTC [blocksProvider] DeliverBlocks -> INFO 151[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.470 UTC [blocksProvider] DeliverBlocks -> INFO 152[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.471 UTC [blocksProvider] DeliverBlocks -> INFO 153[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.471 UTC [blocksProvider] DeliverBlocks -> INFO 154[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.471 UTC [blocksProvider] DeliverBlocks -> INFO 155[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.471 UTC [gossip/state] deliverPayloads -> INFO 156[0m qiji: deliverPayloads 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.472 UTC [blocksProvider] DeliverBlocks -> INFO 157[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.472 UTC [blocksProvider] DeliverBlocks -> INFO 158[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.472 UTC [gossip/state] deliverPayloads -> INFO 159[0m qiji: deliverPayloads 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.472 UTC [gossip/state] deliverPayloads -> INFO 15a[0m qiji: deliverPayloads 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.472 UTC [gossip/privdata] StoreBlock -> INFO 15b[0m [mychannel] Validating block [21]
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.472 UTC [committer/txvalidator] Validate -> INFO 15c[0m [mychannel] Validated block [21] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.501 UTC [kvledger] CommitWithPvtData -> INFO 15d[0m [mychannel] Committed block [21] with 1106 transaction(s) in 28ms (state_validation=24ms block_commit=0ms state_commit=3ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.507 UTC [gossip/state] deliverPayloads -> INFO 15e[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.543 UTC [blocksProvider] DeliverBlocks -> INFO 15f[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.543 UTC [blocksProvider] DeliverBlocks -> INFO 160[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.544 UTC [blocksProvider] DeliverBlocks -> INFO 161[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.544 UTC [blocksProvider] DeliverBlocks -> INFO 162[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.544 UTC [blocksProvider] DeliverBlocks -> INFO 163[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.544 UTC [gossip/state] deliverPayloads -> INFO 164[0m qiji: deliverPayloads 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.545 UTC [blocksProvider] DeliverBlocks -> INFO 165[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.545 UTC [blocksProvider] DeliverBlocks -> INFO 166[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.545 UTC [gossip/state] deliverPayloads -> INFO 167[0m qiji: deliverPayloads 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.545 UTC [gossip/state] deliverPayloads -> INFO 168[0m qiji: deliverPayloads 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.545 UTC [gossip/privdata] StoreBlock -> INFO 169[0m [mychannel] Validating block [22]
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.546 UTC [committer/txvalidator] Validate -> INFO 16a[0m [mychannel] Validated block [22] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.569 UTC [kvledger] CommitWithPvtData -> INFO 16b[0m [mychannel] Committed block [22] with 1160 transaction(s) in 23ms (state_validation=19ms block_commit=0ms state_commit=3ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.569 UTC [gossip/state] deliverPayloads -> INFO 16c[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.619 UTC [blocksProvider] DeliverBlocks -> INFO 16d[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.620 UTC [blocksProvider] DeliverBlocks -> INFO 16e[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.620 UTC [blocksProvider] DeliverBlocks -> INFO 16f[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.620 UTC [blocksProvider] DeliverBlocks -> INFO 170[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.621 UTC [blocksProvider] DeliverBlocks -> INFO 171[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.621 UTC [gossip/state] deliverPayloads -> INFO 172[0m qiji: deliverPayloads 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.623 UTC [gossip/state] deliverPayloads -> INFO 173[0m qiji: deliverPayloads 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.623 UTC [gossip/state] deliverPayloads -> INFO 174[0m qiji: deliverPayloads 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.623 UTC [gossip/privdata] StoreBlock -> INFO 175[0m [mychannel] Validating block [23]
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.623 UTC [committer/txvalidator] Validate -> INFO 176[0m [mychannel] Validated block [23] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.623 UTC [blocksProvider] DeliverBlocks -> INFO 177[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.623 UTC [blocksProvider] DeliverBlocks -> INFO 178[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.648 UTC [kvledger] CommitWithPvtData -> INFO 179[0m [mychannel] Committed block [23] with 1161 transaction(s) in 25ms (state_validation=22ms block_commit=0ms state_commit=2ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.649 UTC [gossip/state] deliverPayloads -> INFO 17a[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.692 UTC [blocksProvider] DeliverBlocks -> INFO 17b[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.692 UTC [blocksProvider] DeliverBlocks -> INFO 17c[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.698 UTC [blocksProvider] DeliverBlocks -> INFO 17d[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.698 UTC [blocksProvider] DeliverBlocks -> INFO 17e[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.699 UTC [blocksProvider] DeliverBlocks -> INFO 17f[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.702 UTC [gossip/state] deliverPayloads -> INFO 180[0m qiji: deliverPayloads 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.703 UTC [blocksProvider] DeliverBlocks -> INFO 181[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.703 UTC [blocksProvider] DeliverBlocks -> INFO 182[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.705 UTC [gossip/state] deliverPayloads -> INFO 183[0m qiji: deliverPayloads 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.706 UTC [gossip/state] deliverPayloads -> INFO 184[0m qiji: deliverPayloads 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.706 UTC [gossip/privdata] StoreBlock -> INFO 185[0m [mychannel] Validating block [24]
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.706 UTC [committer/txvalidator] Validate -> INFO 186[0m [mychannel] Validated block [24] in 0ms
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.808 UTC [blocksProvider] DeliverBlocks -> INFO 187[0m qiji: blockprovider recv finish
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.808 UTC [blocksProvider] DeliverBlocks -> INFO 188[0m qiji: blockprovider 1
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.810 UTC [blocksProvider] DeliverBlocks -> INFO 189[0m qiji: blockprovider 2
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.810 UTC [blocksProvider] DeliverBlocks -> INFO 18a[0m qiji: blockprovider 3
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.810 UTC [blocksProvider] DeliverBlocks -> INFO 18b[0m qiji: blockprovider 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.819 UTC [blocksProvider] DeliverBlocks -> INFO 18c[0m qiji: blockprovider 5
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.820 UTC [blocksProvider] DeliverBlocks -> INFO 18d[0m qiji: blockprovider recv
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.837 UTC [kvledger] CommitWithPvtData -> INFO 18e[0m [mychannel] Committed block [24] with 1082 transaction(s) in 130ms (state_validation=118ms block_commit=0ms state_commit=11ms)
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.837 UTC [gossip/state] deliverPayloads -> INFO 18f[0m qiji: deliverPayloads 4
fabric_peer5.1.7gdar3bszgq6@heming-rdma19    | [34m2021-08-20 07:05:00.837 UTC [gossip/state] deliverPayloads -> INFO 190[0m qiji: deliverPayloads 1
